,내용,별점,재구매,한달사용기,종류,년,월,일
10737,깨끗하게 잘닦여요 시원하네요 사업 번창하세요,5,0,0,3,2021,1,29
10738,"상품, 배송 만족합니다",5,0,0,2,2021,1,29
10739,저렴하게 잘 구매한거같아요. 많이파세요~^^,4,0,0,1,2021,1,29
10740,항상 재구매해서 사용합니다.. 4가지 색상이라 가족당 색을 달리 쓸수있어좋아요.. 치과용칫솔이라 믿고쓰네요,5,0,0,3,2021,1,29
10741,만족스러운 상품 입니다,5,0,1,1,2021,1,29
10742,만족하고 사용합니다,5,0,0,2,2021,1,29
10743,배송기간 빠르네요 좋아요,3,0,0,2,2021,1,29
10744,칫솔이 작아서 구석구석 잘 닦이는거같네여~ 추가상품들도 저렴하게 잘받았어요,5,0,0,7,2021,1,29
10745,조은칫솔입니다 굿판매자,5,0,0,1,2021,1,29
10746,계속 쓰던건데 잘 닦이는거 같아요 다른 제품들은 아프던데 이거는 안아파요!,5,0,0,1,2021,1,29
10747,항상 쓰던제품이라 재구매합니다,5,0,0,2,2021,1,29
10748,교정용 부드러운모 칫솔이 필요했는데 감사합니다 가격도 적당해서 부담없이 자주 바꿀 수 있을것같아요,5,0,0,2,2021,1,29
10749,교정용 부드러운모 칫솔이 필요했는데 감사합니다 가격도 적당해서 부담없이 자주 바꿀 수 있을것같아요,5,0,0,1,2021,1,29
10750,"진짜 좋네요..ㅠㅠ 입 안쪽 부딪히지도 않고 깔끔하게 닦여요. 센거 좋아하는 남편은 일반, 부드러운거 좋아하는 저는 미세 씁니다.",5,0,0,2,2021,1,29
10751,매번 쓰는 칫솔입니다.,5,0,0,0,2021,1,29
10752,"진짜 좋네요..ㅠㅠ 입 안쪽 부딪히지도 않고 깔끔하게 닦여요. 센거 좋아하는 남편은 일반, 부드러운거 좋아하는 저는 미세 씁니다.",5,0,0,2,2021,1,29
10753,하나씩 꺼내쓰기 좋아요!!!,5,0,0,2,2021,1,30
10754,딸이  쓰는데  잘모르겟데요  일단  다싸봐야 알듯요,4,0,0,2,2021,1,30
10755,늘쓰던 제품이에요^^,5,1,0,1,2021,1,30
10756,잘받았어요 잘 쓰겠습니다,5,1,0,7,2021,1,30
10757,엄청부드러워요 초등아이랑 같이 써보려구요 헤드가작은걸좋아해서 이걸로구입ㄱ,5,0,0,2,2021,1,30
10758,배송빠르고 좋습니다,5,1,0,7,2021,1,30
10759,치과칫솔 교정칫솔  부드러워 좋아요 재구매하여 잘 사용해요~,5,0,0,3,2021,1,30
10760,늘 쓰던거에요 요 칫솔 쓰다가 다른거 못쓰네요,5,0,0,2,2021,1,30
10761,항상 좋습니다 여기칫솔,5,1,0,1,2021,1,30
10762,역시나 실망시키지 않는 개운하게 닦이는 힘을 가진 칫솔...개별캡도 마음에 들고...이것만 씁니다. 추천드려요....,5,0,0,2,2021,1,30
10763,배송빠르고물건잘받았어요,5,0,0,2,2021,1,30
10764,단단하고 좋아요    칫솔,4,0,0,3,2021,1,30
10765,매번 재구매 하는 중,5,0,0,2,2021,1,30
10766,칫솔 뽀득뽀득하니 정말 잘 닦여서 좋네요 ㅋㅋㅋ다음엔 다른 모로 주문해볼게요,4,0,1,2,2021,1,30
10767,"좋아요 진작에 사서 사용해볼것을, 플라그들이 깨끗이 닦여지는 느낌이드네요 다 사용하고 재구매하려고요",5,0,0,7,2021,1,30
10768,만족합니다. 매우ㅎㅎ,5,0,0,1,2021,1,30
10769,빠른배송 감사해요 잘 쓸게요,5,0,0,3,2021,1,30
10770,전엔 안그랬는데 이번에 구입한건 유난히 칫솔모가 많이 빠집니다. 다음번 구매가 망설여지네요.,1,1,1,3,2021,1,30
10771,치과용 칫솔 아니면 다른 칫솔 사용은 못할거 같아요. 너무 부드럽고 좋아요.,5,0,0,2,2021,1,30
10772,색깔별로 있어서 저희 네가족 쓰기에 딱 좋아요 칫솔 머리 작은거 좋아하는데 구석구석 잘 닦여서좋아요~또 주문할겁니다~,5,0,0,2,2021,1,31
10773,좋아요 잘 닦인다고 하네요 배송도 빨라서 좋았어요,5,0,0,2,2021,1,31
10774,치과에서 샘플로 하나 받았는데 좋아서 구매했습니다 사이사이 닦기 좋아요~,5,0,0,4,2021,1,31
10775,치과에서 파는것과 같아요~ 사용하기 편하고 좋아요^^,5,0,0,6,2021,1,31
10776,늘 구매합니다~~ 늘 쟁겨놓습니다~,5,0,0,2,2021,1,31
10777,합니다 감사합니다,5,1,0,2,2021,1,31
10778,솔이 촘촘 부드럽고 좋아요.,5,1,0,2,2021,1,31
10779,상품평보고 구매했는데 좋아요. 가볍고 솔도 적당해서 잘 닦이네요. 재구매의사 있어요,5,0,1,2,2021,1,31
10780,항상 사용하던건데 역시 좋아요~~,5,0,0,2,2021,1,31
10781,벌써 가족들 칫솔 다 바꿨어요~ 상쾌합니다.,4,0,0,1,2021,1,31
10782,예전에 쓰던거입니다. 잠깐 다른걸 썼는데 다시 왔네요. 부드럽고 깔끔하게 닦이는 느낌입니다.,5,0,0,7,2021,1,31
10783,개운하게 잘 닦여요,5,1,0,2,2021,1,31
10784,가격대비 좋은 제품인거같아요 당분간은 잘 쓸거 같습니다^^,5,0,0,7,2021,2,1
10785,만족합니다~~ 좋아요,5,0,0,2,2021,2,1
10786,아주 맘에들어요  담에 또 구매하겠습니다,5,0,0,6,2021,2,1
10787,항상 쓰는 칫솔 입니다,4,0,0,1,2021,2,1
10788,배송 빠르고 좋아요,5,1,0,7,2021,2,1
10789,빠른배송 감사합니다..,3,0,0,1,2021,2,1
10790,좋네요교정하고있어서주문,3,0,0,6,2021,2,1
10791,쓰던 제품인데 이번꺼는 칫솔모가 교정기에 걸려서 너무 많이 빠져요ㅠㅠ,3,0,0,3,2021,2,1
10792,교정하는 딸아이 용으로 좋은가격에 샀어요. 만족해요~~^^,5,0,0,1,2021,2,1
10793,매우좋슺니다 아주요,5,0,0,3,2021,2,1
10794,칫솔 머리가 작네요 ~그래도 가격대비 괜찮습니다 ~,4,0,0,2,2021,2,1
10795,치과에서 사서 사용하는거보다 더 세밀하게 닦이구요 가격도 완전 착해요~~우리가족 치솔 여기서 이제 해결한답니다~~~ 감사합니다,5,0,0,2,2021,2,1
10796,칫솔모가 부드럽고 잘닦입니다. 단단한것 쓰다가보니 부드러운게 좋네요,4,0,0,2,2021,2,1
10797,칫솔모가작네요 괜찮은것같아요~,4,0,0,7,2021,2,1
10798,계속 쓰던 건데 잇몸에도 자극이 덜 되고 크기가 딱 맞아서 좋아요,5,0,0,1,2021,2,1
10799,잘 닦이고 좋습니다.,5,0,0,2,2021,2,1
10800,잘 쓰고 있어요~~~,4,0,1,1,2021,2,1
10801,치과에서 사은품으로 받은 칫솔이 제일 개운하고 잘 닦여서 찾다가 주문했습니다. 아주 만족합니다  어금니 칫솔도 아주 좋습니다. 구석구석 잘 닦입니다.,5,0,0,4,2021,2,1
10802,부드럽고 닦고나니 개운하네요,5,0,0,2,2021,2,1
10803,칫솔모도 고급스럽고 가성비가 무척 좋습니다.,5,0,0,7,2021,2,1
10804,잘 닦이고 이빨이 말끔해지는 느낌입니다,3,0,0,7,2021,2,1
10805,빠른배송이네요. 칫솔은 아직 안써봤어요. 후기믿고 구입한거라... 교정한 아들이 사용할 예정이에요.,5,0,0,1,2021,2,1
10806,좋아요 잘 딱이구요 재구매 합니다,5,1,0,2,2021,2,1
10807,여기서 계속 주문해서 사용중이에요! 가격도 저렴하고 좋은데 이번에 배송중에 파손이 있던 모양이더라구요 ㅠㅠ 그래서 대한통운에서 재포장되어서 왔던데 빗물인지 뭔지 찝찝하긴하네요ㅠㅠ 개별포장이라 다행인데 저 플ㄹㅏ스틱 통 겉에도 뭐가 다 묻어있고 ㅠㅠ,4,0,0,4,2021,2,2
10808,아이가 교정중인데 너무 부드러운 모는 잘 안닦인다고 해서 일반모  샀는데 만족해 합니다. 색상이 다양하고 투명색이 예뻐요,5,0,0,3,2021,2,2
10809,이제품만 사용하네요.,5,0,0,2,2021,2,2
10810,벌써 두번째 구매네요! 교정기를 끼고 양치를 자주 하니 칫솔이 빨리 상해서 ㅠㅠ 자주 구매합니다~  저렴하고 좋아서 다음에도 또 구매할 예정이에요 :),5,0,0,1,2021,2,2
10811,배송도 빠르고 부드럽고 좋네요,5,0,0,6,2021,2,2
10812,직장생활 할때 많이 시켜먹었었는데 퇴사하고 생각이 나서 주문했어요 ㅎㅎㅎ 예전 맛 그대로네용 ㅎㅎ,5,0,0,1,2021,2,2
10813,교정중에 사용하는데 너무 좋아오,5,0,1,1,2021,2,2
10814,배송도 빠르고 좋아요 적당히 힘있고  잘 닦이는거 같아요 이제 칫슬은 이걸로 사야겠어요,5,0,0,2,2021,2,2
10815,써 보고 좋아서 재구매!,5,1,0,2,2021,2,2
10816,아들 배타는 직업이라 구입합니다 좋아요,5,0,0,2,2021,2,2
10817,매번 이것만 써요 좋아요,5,0,0,2,2021,2,2
10818,배송은 좀 걸렸지만 잘산것같아요,4,0,0,1,2021,2,2
10819,배송빠르네요 잘 받았습니다,5,1,0,7,2021,2,2
10820,잘 사용하고 있습니다,5,0,1,7,2021,2,2
10821,잘 받았습니다 배송빠르네요,5,1,0,3,2021,2,2
10822,금액대비 너무 좋아요,5,0,0,2,2021,2,2
10823,치과칫솔 최고예요 재구매 합니다,4,0,0,2,2021,2,2
10824,칫솔 짱 좋아요. 진짜 개운해요ㅎ,5,0,0,2,2021,2,2
10825,항상 쓰던 칫솔입니다. 재구매 합니다. 가격도 저렴한 듯. 배송도 빠르고 만족합니다.,5,0,0,7,2021,2,2
10826,예전에 쓰던 칫솔이에요 부드럽고 잘 닦여서 이것만 쓰게되네요 배송도 빨랐어요  감사합니다,5,1,0,2,2021,2,2
10827,상품이예요  역시좋네요 또구매할께요,5,0,1,2,2021,2,2
10828,상품이예요  역시좋네요 또구매할께요,5,0,1,1,2021,2,2
10829,칫솔모도 너무 부드럽고 잘닦입니다 다른건 못쓰겠더라구요 다쓰면 또 주문할께요,5,1,1,1,2021,2,2
10830,가격 대비 만족도가 높습니다. 그리고 칫솔질이 좋음,5,0,1,1,2021,2,2
10831,아이것두 이칫솔만 사용합니다 양도 넉넉하고  부드럽게 닦여서 잘 사용해요,5,1,0,1,2021,2,2
10832,아이들은 칫솔을 자근자근 씹어 노는지 금방금방 교체를 해줘야해서 함 주문해봤어요 괜찮네요 잘쓰겠습니다,5,0,0,2,2021,2,2
10833,값싸고 가성비 좋아요,5,0,0,1,2021,2,2
10834,세번째즈믄입니다.좋아요,5,0,0,1,2021,2,2
10835,잇몸이 편안하게 닦여서 너무 좋아요 많이 파세요,4,0,0,1,2021,2,2
10836,예전에 샀던 3통 다쓰고 또 구매했어요. 이것만 쓰게 되네요. 슬림모보다 이중슬림모가 더 나은듯요.,5,0,0,1,2021,2,3
10837,배송도 빨라요 워낙 유명한제품이기도하고 요기는 6개씩 원하는걸로 구매할수있어서 바로 샀어오ㅎㅎ 맘에들면 또 구매하러올게요,5,0,0,7,2021,2,3
10838,늘 사용하는 거에요 좋아요,5,0,0,2,2021,2,3
10839,치과용 칫솔이라 그런가 확실히 잇몸 부담이 덜한 것 같아요.,5,0,1,1,2021,2,3
10840,배송도 엄청빠르고 항상이용해요 좋아용~~~~~~~~~,5,0,0,2,2021,2,3
10841,부드럽고 구석구석잘닦이네요. 또주문할것입니당,5,0,0,7,2021,2,3
10842,배송이 빠르고 가격이 저렴하네요.,5,0,0,2,2021,2,3
10843,사용감좋아요 개운하네요,5,0,1,7,2021,2,3
10844,칫솔 너무 좋아서 재 주문했어요,5,1,0,2,2021,2,3
10845,늘쓰던제품이에요 아이들쓰기딱좋아요,5,0,0,7,2021,2,3
10846,만족합니다 만족합니다 감사합니다,5,0,1,2,2021,2,3
10847,만족합니다 좋아요 추천,5,0,0,2,2021,2,3
10848,항상쓰는 칫솔이에요 부드러워요,5,0,0,7,2021,2,3
10849,저렴한가격한 배송까지빠르네요,5,0,0,3,2021,2,3
10850,엄청잘쓰고있어요!짱짱,5,0,1,3,2021,2,3
10851,칫솔은 sng 항상 구매합니다,5,1,1,3,2021,2,3
10852,"늘 사용하는 칫솔입니다. 기본적인 디자인에 칫솔모도 괜찮아서 사용하게 됩니다. 단, 칫솔마다 칫솔모 씌우는 플라스틱이 있어 환경을 생각하는 소비자 입장에서 갯수를 줄일 필요가 있어 보입니다.",4,0,1,1,2021,2,3
10853,잘쓰고 있어서 재구매했어요~,5,0,0,1,2021,2,3
10854,리뷰수가 상품을 보여주네요 사용후 지인들께 적극추천했습니다 가성비두 좋고 너무 만족합니다,5,1,1,7,2021,2,3
10855,저 써보고 부모님도 선물드렸어요!!호 다쓰고 또 구입할게옹,5,1,0,2,2021,2,3
10856,매번 온가족 잘 쓰고 있어요,5,0,0,2,2021,2,3
10857,늘 사용하던거라 잘쓰고있어요  첨에 칫솔캡이 좀안열려서 고생좀했습니다,5,0,1,1,2021,2,3
10858,잘 쓰지도 않고 버리는 플라스틱 칫솔모 덮개는 줄였으면 합니다. 칫솔모는 잘 쓰지 않고 그냥 버리는게 다반사입니다. ESG가 화두인만큼! 플라스틱 사용을 줄였으면 합니다.,4,0,1,2,2021,2,3
10859,저 써보고 부모님도 선물드렸어요!!호 다쓰고 또 구입할게옹,5,1,0,1,2021,2,3
10860,이중슬림모 일반슬림모 다좋네요. 가격대비 완전 만족.,5,0,0,2,2021,2,3
10861,칫솔완전만족. 또살꺼예요ㅋ,5,0,0,2,2021,2,3
10862,리뷰수가 상품을 보여주네요 사용후 지인들께 적극추천했습니다 가성비두 좋고 너무 만족합니다,5,0,1,7,2021,2,3
10863,가격도 저렴하구 포장도 꼼꼼하게 와써여,5,0,0,2,2021,2,3
10864,리뷰수가 상품을 보여주네요 사용후 지인들께 적극추천했습니다 가성비두 좋고 너무 만족합니다,5,1,1,7,2021,2,3
10865,처음엔 작다생각했는데 잘 닦이고 좋아요,5,0,0,4,2021,2,3
10866,저번에도 사서 쓰고 좋아서 샀어여 ~하나는바로 꺼내서 썼네여 ㅎ,5,0,0,6,2021,2,3
10867,감사합니다 수고하세요,5,0,0,2,2021,2,3
10868,치과에서 써보고 좋나서 구매했어요! 고급으로 샀는데 잘쓸께요^^,5,0,0,2,2021,2,3
10869,편의점이나 마트에서 사는 칫솔보다 더 잘 닦이는 느낌이 듭니다! 칫솔모도 부드럽고 칫솔대도 직선이라 잡기 편해요!,5,0,0,7,2021,2,4
10870,교정중인데 미세모라서 잇몸안아프고 잘닦여요. 일반모는 가끔 분노양치할때정도 써요. 틈새닦는용도 좋고 재구매각입니다.,5,0,1,1,2021,2,4
10871,했어요 ㅎㅎ 배송도 빠르네요 굿,5,0,0,3,2021,2,4
10872,만족스러워서 재구매했어요ㅎㅎ,5,0,0,1,2021,2,4
10873,손잡이 뒷부분에 미끄럼 방지 고무가 있어요,5,0,0,1,2021,2,4
10874,매번 여기서만 주문해서 쓰고있어용 자주자주 바꿔줘야 하는데 가격도 저렴하고 넘 좋아요 잘 쓰고 있습니다 두번째 구매에요~,5,0,0,3,2021,2,4
10875,깨끗 하게 닦기는거  같아서 좋아용,5,0,0,1,2021,2,4
10876,칫솔 머리가 작아 어금니 닦기에 아주 좋습니다. 칫솔모도 부드럽지만 탄력이 좋아 잘 닦여요. 두번째 구매에요.,4,1,0,2,2021,2,4
10877,이것만 써요 부드럽고 좋아요,5,1,0,2,2021,2,4
10878,기존에 사용하던 칫솔이라 다 써서 재구매 합니다.,5,0,0,2,2021,2,4
10879,부드럽고 좋아요~~,5,0,0,2,2021,2,4
10880,잘 사용하고 있습니다,5,0,0,7,2021,2,4
10881,떨어 지기전에 쟁기는 상품이네요 칫솔은 이것만 써요,5,1,0,2,2021,2,4
10882,후기가 좋아서 사봤어요~ 아직 안써봤지만 좋을거라 기대해봅니다,5,0,0,2,2021,2,4
10883,교정용에 사용하기 적합합니다 !,5,0,0,1,2021,2,4
10884,빠른 배송으로 잘 받았어요. 제품마다 포장이 잘 되어있어서 위생적입니다,5,0,0,2,2021,2,4
10885,치과치료 하면서 구입하게됐는데 만족합니다 이거 쓰다 다른건 못쓸정도로  너무좋아요,5,0,0,2,2021,2,4
10886,치과칫솔좋은거같아요~또구매하러오겠습니다~,4,0,0,2,2021,2,4
10887,포장이 잘 돼있고 v자 홈이 있어서 교정 중에 사용하기 좋습니다~~,4,0,0,3,2021,2,4
10888,가볍고 부드러워요 배송도 매우 빠릅니다,5,0,0,2,2021,2,4
10889,배송이 엄청 빨라서 좋았어요~! 칫솔이 좀 작더라구요~ 그 전에 사용하던 제품과 차이가 많이 나서 처음엔 좀 적응이 안되긴 하는데 쓰다보면 괜찮겟죠~ 칫솔모는 부드럽고 나쁘지는 않아요~~,4,0,0,7,2021,2,4
10890,배송 진짜 빨라요~^^항상 만족하며 사용중 입니다~^^,5,1,0,1,2021,2,4
10891,늘 쓰던 칫솔  치술ㅇ소가작  작아서 좋아요,5,0,0,2,2021,2,4
10892,"3일정도 일반모와 슬림모 둘다 써봤습니다. 둘다 잇몸에서 피가 나지 않고, 잘 닦여서 좋네요~ 이거 다쓰면 또 사야겠어요.",5,0,0,6,2021,2,4
10893,모가 많이 안커서 좋아뇽,5,0,0,1,2021,2,4
10894,칫솔중에 제일좋은것같아요,5,1,0,6,2021,2,4
10895,항상 사용하는제품이예요 튼튼하고 개운하게 잘닦여요,5,0,0,2,2021,2,4
10896,부드럽고 좋아요!! 재구매의사있어요,5,0,0,2,2021,2,5
10897,처음 구매하는데 괜찮네요. 이중모는 아주 부드러워요. 헤드가 작아서 좋아용,5,0,0,7,2021,2,5
10898,아직 사용 전 입니다. 배송 빠르고 좋아요.,5,0,0,1,2021,2,5
10899,교정이 언제끝날지 모르겠지만 그동안에는 계속 사야할거 같아요 ~~ 좋아요 자주 갈아쓰기좋아요,5,1,0,1,2021,2,5
10900,배송도 빠르고 칫솔도 색상별로 이쁘네요,5,0,0,7,2021,2,5
10901,잘받았습니다 감사합니다,5,0,0,1,2021,2,5
10902,재주문해서 매번쓰는제품입니다. 좋아요,5,0,0,2,2021,2,5
10903,빠른 배송 감사해요 색깔도 네가지도 다양하네요 써보고 또 시킬게요,5,0,0,2,2021,2,5
10904,교정 시작한지 얼마 안돼서 바로 샀는데 너무 좋아요 !! 색상도 다양하고 각 칫솔마다 케이스(?)도 있고 다 쓰게 되면 재구매하고 싶은 제품이에요 !!,5,0,0,1,2021,2,5
10905,저희아이가쉽게양치할수있어서 만족합니다,5,0,1,1,2021,2,5
10906,아이가 잘 사용하고 있어요,5,0,0,6,2021,2,5
10907,선물받은 칫솔 쓰다가 다 쓰기전에 구매했어요...역시 사용하고나니 개운하네요.,5,0,0,3,2021,2,5
10908,"병원에서 받은 칫솔로 양치하니 잇몸에서 피가 계속 나더라구요ㅠㅠ 양치때마다 스트레스 받아 미세모로 칫솔을 새로 구매했습니다! 개별포장도 잘되어 있고, 칫솔캡도 있어서 휴대하기에도 아주 간편합니다! 그리고 사용한 결과 양치를 정말 세게해도 피 안나고 꼼꼼하게 잘 닦이더라구요!! 정말 좋았습니다!!",5,0,0,6,2021,2,5
10909,좋네요좋아요좋아좋아요,5,0,0,4,2021,2,5
10910,저렴한 가격에 잘샀어요,4,0,0,2,2021,2,5
10911,항상 잘 사용하고 있습니다,5,0,0,6,2021,2,5
10912,만족합니다 사장님 안녕하세요 괜찮습니다 가성비좋음,5,1,0,1,2021,2,5
10913,배송 칼이네요 아직 안써봤는데 좋아서 재구매ㅜ하길,3,0,0,1,2021,2,5
10914,프리미엄 이중모 샀는데 적당히 탄력있고 좋은거 같네요 ~~~~~^^,5,0,0,2,2021,2,5
10915,배송 빠르고 물건도 만족합니다 또주문할게요,5,0,0,3,2021,2,5
10916,항상 쓰고있는 제품이에요!,5,1,0,1,2021,2,5
10917,지금 한 세번째?정도 시킨거 같아요ㅋ 잘 쓰고 있습니다ㅋ,5,1,0,2,2021,2,5
10918,임신 후에도 칫솔 중요함을 느껴 구매했어요,5,0,0,1,2021,2,5
10919,항상 사용하는데 좋습니다.,5,1,0,1,2021,2,6
10920,교ㅡ정칫솔~~계속 잘사용하고있답니다,5,0,0,7,2021,2,6
10921,저렴한 가격에 구입했어요,4,0,0,6,2021,2,6
10922,항상 쓰는제품인데 칫솔마개로 보내주시는 플라스틱 뚜껑 오픈하면 사용안해서 너무 아까워요ㅠㅠㅠ 많이모이면 한번에 보내드리고 싶어요,4,1,0,2,2021,2,6
10923,부드러워서 좋아요~,5,0,0,2,2021,2,6
